tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.904807,Aduccion cadera,0.912324,0.164128,-0.722604,-0.536367,1.355219,1.330415,17,Mujer
2.662305,Aduccion cadera,0.941418,0.164856,-0.324183,-0.010537,0.018332,0.001152,17,Mujer
3.174241,Aduccion cadera,0.942387,0.156358,-0.317435,-0.015632,0.018541,0.004962,17,Mujer
3.657890,Aduccion cadera,0.945297,0.154416,-0.316471,-0.004842,0.019680,-0.006713,17,Mujer
4.163502,Aduccion cadera,0.943599,0.160243,-0.314060,-0.004436,0.018403,0.003971,17,Mujer
4.655322,Aduccion cadera,0.942145,0.151988,-0.315024,-0.000700,0.020737,-0.009468,17,Mujer
5.218371,Aduccion cadera,0.937296,0.170926,-0.346117,0.011171,0.039737,0.059533,17,Mujer
5.710219,Aduccion cadera,0.910627,0.155387,-0.408543,-0.443007,-0.057696,0.067474,17,Mujer
6.190467,Aduccion cadera,0.938508,0.131836,-0.322737,-0.796087,-0.101373,0.276695,17,Mujer
6.666415,Aduccion cadera,0.954510,0.165827,-0.367328,-0.378255,-0.061667,0.084884,17,Mujer
7.139878,Aduccion cadera,0.975845,0.107072,-0.230905,0.963816,0.193370,-0.289577,17,Mujer
7.622149,Aduccion cadera,0.870381,0.114113,-0.332378,0.359975,0.139613,-0.221465,17,Mujer
8.107349,Aduccion cadera,0.951115,0.136692,-0.314301,0.289726,0.075167,-0.105096,17,Mujer
8.603474,Aduccion cadera,0.907717,0.207830,-0.372148,-0.728892,-0.141690,0.244319,17,Mujer
9.107113,Aduccion cadera,0.951600,0.107314,-0.247536,-0.625656,-0.079382,0.267227,17,Mujer
9.612843,Aduccion cadera,0.969299,0.252261,-0.380343,0.295224,0.006750,-0.034235,17,Mujer
10.118630,Aduccion cadera,0.908687,0.175296,-0.352625,0.288199,0.171684,-0.197336,17,Mujer
10.593888,Aduccion cadera,0.960813,0.115812,-0.344430,0.512997,0.126174,-0.195198,17,Mujer
11.073940,Aduccion cadera,0.932689,0.139120,-0.321773,0.143351,0.047988,-0.042084,17,Mujer
11.550365,Aduccion cadera,0.924931,0.162428,-0.371425,-0.579913,-0.101979,0.181493,17,Mujer
12.040287,Aduccion cadera,0.970269,0.126738,-0.290680,-0.712471,-0.136799,0.365669,17,Mujer
12.524082,Aduccion cadera,0.782131,0.403278,-0.334548,-0.202093,0.209867,0.067872,17,Mujer
13.012698,Aduccion cadera,0.942145,0.135235,-0.270675,0.785676,0.131066,-0.312086,17,Mujer
13.503836,Aduccion cadera,0.933902,0.135235,-0.344189,0.318059,0.097468,-0.123634,17,Mujer
14.089017,Aduccion cadera,0.958631,0.124553,-0.305383,0.127163,0.029357,-0.065907,17,Mujer
14.599206,Aduccion cadera,0.947964,0.134264,-0.349491,-0.635502,-0.111753,0.222421,17,Mujer
15.097958,Aduccion cadera,0.931477,0.127223,-0.315506,-0.516383,-0.110531,0.183020,17,Mujer
15.595063,Aduccion cadera,0.981421,-0.041973,-0.431923,0.345242,0.019888,-0.202130,17,Mujer
16.104847,Aduccion cadera,0.899717,0.181123,-0.376969,0.428625,0.186655,-0.216486,17,Mujer
16.609413,Aduccion cadera,0.949903,0.136692,-0.305865,0.330276,0.083418,-0.117220,17,Mujer
17.117518,Aduccion cadera,0.920325,0.162185,-0.398661,-0.024523,0.009344,-0.010746,17,Mujer
17.630745,Aduccion cadera,0.954752,0.109499,-0.297429,-0.821396,-0.151619,0.308126,17,Mujer
18.145502,Aduccion cadera,0.947236,0.459121,-0.541109,-0.454572,-0.232864,-0.094740,17,Mujer
18.661055,Aduccion cadera,0.941902,0.131594,-0.278629,0.772656,0.104639,-0.295714,17,Mujer
19.183163,Aduccion cadera,0.955479,0.113870,-0.329727,0.454396,0.090284,-0.188813,17,Mujer
19.691663,Aduccion cadera,0.938266,0.169955,-0.313819,0.185615,0.053021,-0.062058,17,Mujer
20.201775,Aduccion cadera,0.923961,0.177239,-0.349732,-0.101372,0.031262,0.042346,17,Mujer
20.726831,Aduccion cadera,0.949903,0.130865,-0.292127,-0.765993,-0.155357,0.280584,17,Mujer
21.234869,Aduccion cadera,0.957419,0.152231,-0.335753,-0.149936,0.028208,0.071057,17,Mujer
21.746325,Aduccion cadera,1.017303,0.006313,-0.241029,1.031478,0.191004,-0.340055,17,Mujer
22.364891,Aduccion cadera,0.928325,0.168498,-0.374558,0.360748,0.082269,-0.112813,17,Mujer
22.838253,Aduccion cadera,0.941902,0.149317,-0.314783,0.142669,0.036760,-0.054170,17,Mujer
23.308064,Aduccion cadera,0.924689,0.164128,-0.348768,-0.608390,-0.119927,0.195368,17,Mujer
23.783523,Aduccion cadera,0.905293,0.178695,-0.310445,-0.571433,-0.166658,0.193230,17,Mujer
24.253544,Aduccion cadera,0.922507,0.090319,-0.269952,-0.153422,-0.079173,0.048842,17,Mujer
24.736895,Aduccion cadera,0.972208,0.182823,-0.281762,0.699652,0.112944,-0.203445,17,Mujer
25.215975,Aduccion cadera,0.932205,0.173597,-0.309240,0.389332,0.108057,-0.157936,17,Mujer
25.706385,Aduccion cadera,0.930023,0.177239,-0.332137,0.052760,0.025161,-0.027054,17,Mujer
26.193203,Aduccion cadera,0.943357,0.151988,-0.304901,0.071588,0.024246,-0.030631,17,Mujer
26.680746,Aduccion cadera,0.926143,0.159029,-0.376246,-0.728951,-0.142520,0.248840,17,Mujer
27.166832,Aduccion cadera,0.973663,0.090076,-0.254526,-0.600669,-0.119613,0.214020,17,Mujer
27.652960,Aduccion cadera,1.034032,-0.087083,-0.184869,0.042267,0.034020,-0.124705,17,Mujer
28.139442,Aduccion cadera,0.934871,0.109014,-0.351661,0.979945,0.199259,-0.300328,17,Mujer
28.626805,Aduccion cadera,0.935841,0.117754,-0.278147,0.309826,0.074032,-0.090496,17,Mujer
29.112879,Aduccion cadera,0.943842,0.163642,-0.308035,0.064379,0.034049,-0.024411,17,Mujer
29.613016,Aduccion cadera,0.919113,0.169469,-0.386851,-0.587720,-0.108588,0.190614,17,Mujer
30.101213,Aduccion cadera,0.942630,0.136935,-0.334548,-0.759373,-0.120195,0.319812,17,Mujer
30.600310,Aduccion cadera,0.914506,0.230896,-0.393118,-0.214481,-0.013904,-0.004252,17,Mujer
31.092040,Aduccion cadera,1.024334,0.023308,-0.322496,0.994116,0.210589,-0.337174,17,Mujer
31.679132,Aduccion cadera,0.931477,0.156358,-0.334789,0.251915,0.075893,-0.078167,17,Mujer
32.159972,Aduccion cadera,0.887110,0.193020,-0.409267,-0.229753,-0.019707,0.062637,17,Mujer
32.649149,Aduccion cadera,0.959843,0.103187,-0.291645,-0.870245,-0.151654,0.344857,17,Mujer
33.150785,Aduccion cadera,0.894625,0.186222,-0.362266,-0.381858,0.073450,0.170761,17,Mujer
33.640508,Aduccion cadera,0.959116,0.120182,-0.344671,0.350264,0.189820,-0.176822,17,Mujer
34.143998,Aduccion cadera,0.944569,0.140577,-0.357204,0.537189,0.129038,-0.197591,17,Mujer
34.653963,Aduccion cadera,0.933174,0.160971,-0.321050,0.068650,0.023070,-0.031804,17,Mujer
35.157786,Aduccion cadera,0.935356,0.134264,-0.358409,-0.565122,-0.100936,0.164895,17,Mujer
35.661116,Aduccion cadera,0.970026,0.043703,-0.263203,-0.670497,-0.152249,0.185970,17,Mujer
36.159363,Aduccion cadera,0.946266,0.066768,-0.279352,0.094918,0.019405,-0.165889,17,Mujer
36.659147,Aduccion cadera,0.901414,0.281397,-0.358892,0.595827,0.152879,-0.223310,17,Mujer
37.162366,Aduccion cadera,0.938508,0.141062,-0.323942,0.215258,0.041701,-0.092890,17,Mujer
37.667133,Aduccion cadera,0.917415,0.199818,-0.367810,-0.120791,-0.004945,0.048911,17,Mujer
38.172256,Aduccion cadera,0.937781,0.144704,-0.328040,-0.805265,-0.152775,0.291424,17,Mujer
38.682604,Aduccion cadera,0.981179,0.103672,-0.286342,-0.420420,-0.046179,0.280429,17,Mujer
39.199420,Aduccion cadera,0.985058,0.129894,-0.270675,0.930203,0.156628,-0.320968,17,Mujer
39.711868,Aduccion cadera,0.939963,0.139363,-0.352625,0.452201,0.118449,-0.159700,17,Mujer
40.314529,Aduccion cadera,0.946994,0.154173,-0.306829,0.154404,0.045145,-0.054020,17,Mujer
40.836743,Aduccion cadera,0.902869,0.226768,-0.397697,-0.589019,-0.105433,0.195518,17,Mujer
